"No.","Time","Source","Destination","Protocol","Length","Length","Info"
"88","0.967171","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=11257 Ack=1 Win=131072 Len=536 TSval=1017 TSecr=1017"
"89","0.967171","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=11793 Ack=1 Win=131072 Len=536 TSval=1017 TSecr=1017"
"90","0.967171","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=12329 Ack=1 Win=131072 Len=536 TSval=1017 TSecr=1017"
"91","0.967171","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=12865 Ack=1 Win=131072 Len=536 TSval=1017 TSecr=1017"
"92","0.967171","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=13401 Ack=1 Win=131072 Len=536 TSval=1017 TSecr=1017"
"93","0.967171","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=13937 Ack=1 Win=131072 Len=536 TSval=1017 TSecr=1017"
"94","0.967171","167.7.3.4","167.7.4.2","TCP","670","","49153  >  http-alt(8080) [ACK] Seq=14473 Ack=1 Win=131072 Len=536 TSval=1017 TSecr=1017"
"98","0.967704","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=15009 Ack=1 Win=131072 Len=536 TSval=1018 TSecr=1017"
"99","0.967704","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=15545 Ack=1 Win=131072 Len=536 TSval=1018 TSecr=1017"
"100","0.967704","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=16081 Ack=1 Win=131072 Len=536 TSval=1018 TSecr=1017"
"101","0.967704","167.7.3.4","167.7.4.2","TCP","670","","49153  >  http-alt(8080) [ACK] Seq=16617 Ack=1 Win=131072 Len=536 TSval=1018 TSecr=1017"
"105","0.969058","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=17153 Ack=1 Win=131072 Len=536 TSval=1019 TSecr=1018"
"106","0.969058","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=17689 Ack=1 Win=131072 Len=536 TSval=1019 TSecr=1018"
"107","0.969058","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=18225 Ack=1 Win=131072 Len=536 TSval=1019 TSecr=1018"
"108","0.969058","167.7.3.4","167.7.4.2","TCP","670","","49153  >  http-alt(8080) [ACK] Seq=18761 Ack=1 Win=131072 Len=536 TSval=1019 TSecr=1018"
"122","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=19297 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"123","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=19833 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"124","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=20369 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"125","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=20905 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"126","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=21441 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"127","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=21977 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"128","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=22513 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"129","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=23049 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"130","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=23585 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"131","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=24121 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"132","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=24657 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"133","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=25193 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"134","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=25729 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"135","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=26265 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"136","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=26801 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"137","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=27337 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"138","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=27873 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"139","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=28409 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"140","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=28945 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"141","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=29481 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"142","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=30017 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"143","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=30553 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"144","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=31089 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"145","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=31625 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"146","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=32161 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"147","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=32697 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"148","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=33233 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"149","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=33769 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"150","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=34305 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"151","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=34841 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"152","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=35377 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"153","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=35913 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1018"
"154","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=36449 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"155","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=36985 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"156","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=37521 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"157","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=38057 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"158","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=38593 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"159","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=39129 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"160","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=39665 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"161","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=40201 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"162","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=40737 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"163","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=41273 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"164","0.969568","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=41809 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"165","0.969568","167.7.3.4","167.7.4.2","TCP","670","","49153  >  http-alt(8080) [ACK] Seq=42345 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1019"
"172","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=42881 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"173","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=43417 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"174","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=43953 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"175","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=44489 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"176","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=45025 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"177","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=45561 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"178","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=46097 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"179","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=46633 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"180","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=47169 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"181","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=47705 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"182","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=48241 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"183","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=48777 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"184","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=49313 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"185","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=49849 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"186","0.970477","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=50385 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"187","0.970477","167.7.3.4","167.7.4.2","TCP","670","","49153  >  http-alt(8080) [ACK] Seq=50921 Ack=1 Win=131072 Len=536 TSval=1020 TSecr=1020"
"191","0.973208","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=51457 Ack=1 Win=131072 Len=536 TSval=1023 TSecr=1020"
"192","0.973208","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=51993 Ack=1 Win=131072 Len=536 TSval=1023 TSecr=1020"
"193","0.973208","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=52529 Ack=1 Win=131072 Len=536 TSval=1023 TSecr=1020"
"194","0.973208","167.7.3.4","167.7.4.2","TCP","670","","49153  >  http-alt(8080) [ACK] Seq=53065 Ack=1 Win=131072 Len=536 TSval=1023 TSecr=1020"
"198","0.974292","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=53601 Ack=1 Win=131072 Len=536 TSval=1024 TSecr=1020"
"199","0.974292","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=54137 Ack=1 Win=131072 Len=536 TSval=1024 TSecr=1020"
"200","0.974292","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=54673 Ack=1 Win=131072 Len=536 TSval=1024 TSecr=1020"
"201","0.974292","167.7.3.4","167.7.4.2","TCP","670","","49153  >  http-alt(8080) [ACK] Seq=55209 Ack=1 Win=131072 Len=536 TSval=1024 TSecr=1020"
"217","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=55745 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"218","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=56281 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"219","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=56817 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"220","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=57353 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"221","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=57889 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"222","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=58425 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"223","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=58961 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"224","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=59497 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"225","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=60033 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"226","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=60569 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"227","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=61105 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"228","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=61641 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"229","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=62177 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"230","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=62713 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"231","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=63249 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"232","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=63785 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"233","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=64321 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"234","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=64857 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"235","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=65393 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"236","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=65929 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"237","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=66465 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"238","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=67001 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"239","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=67537 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"240","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=68073 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"241","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=68609 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"242","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=69145 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"243","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=69681 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"244","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=70217 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"245","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=70753 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"246","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=71289 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"247","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=71825 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"248","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=72361 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1021"
"249","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=72897 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"250","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=73433 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"251","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=73969 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"252","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=74505 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"253","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=75041 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"254","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=75577 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"255","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=76113 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"256","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=76649 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"257","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=77185 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"258","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=77721 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"259","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=78257 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"260","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=78793 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"261","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=79329 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"262","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=79865 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"263","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=80401 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"264","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=80937 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"265","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=81473 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
"266","0.974703","167.7.3.4","167.7.4.2","TCP","672","","49153  >  http-alt(8080) [ACK] Seq=82009 Ack=1 Win=131072 Len=536 TSval=1025 TSecr=1022"
