"No.","Time","Source","Destination","Protocol","Length","Length","Info"
"34","0.036944","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=11793 Ack=1 Win=131072 Len=536 TSval=1037 TSecr=1028"
"35","0.036999","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=12329 Ack=1 Win=131072 Len=536 TSval=1037 TSecr=1028"
"37","0.037519","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=12865 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1032"
"38","0.037570","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=13401 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1032"
"39","0.037625","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=13937 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1032"
"40","0.037684","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=14473 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1032"
"42","0.037808","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=15009 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1034"
"44","0.037879","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=15545 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1034"
"45","0.037936","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=16081 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1034"
"46","0.037992","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=16617 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1034"
"47","0.038052","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=17153 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1035"
"48","0.038108","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=17689 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1035"
"49","0.038165","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=18225 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1035"
"50","0.038231","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=18761 Ack=1 Win=131072 Len=536 TSval=1038 TSecr=1035"
"52","0.038868","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=19297 Ack=1 Win=131072 Len=536 TSval=1039 TSecr=1037"
"53","0.038919","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=19833 Ack=1 Win=131072 Len=536 TSval=1039 TSecr=1037"
"54","0.038975","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=20369 Ack=1 Win=131072 Len=536 TSval=1039 TSecr=1037"
"55","0.039037","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=20905 Ack=1 Win=131072 Len=536 TSval=1039 TSecr=1037"
"57","0.041618","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=21441 Ack=1 Win=131072 Len=536 TSval=1042 TSecr=1040"
"58","0.041669","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=21977 Ack=1 Win=131072 Len=536 TSval=1042 TSecr=1040"
"59","0.041731","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=22513 Ack=1 Win=131072 Len=536 TSval=1042 TSecr=1040"
"60","0.041797","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=23049 Ack=1 Win=131072 Len=536 TSval=1042 TSecr=1040"
"62","0.043506","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=23585 Ack=1 Win=131072 Len=536 TSval=1044 TSecr=1042"
"63","0.043557","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=24121 Ack=1 Win=131072 Len=536 TSval=1044 TSecr=1042"
"64","0.043616","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=24657 Ack=1 Win=131072 Len=536 TSval=1044 TSecr=1042"
"65","0.043673","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=25193 Ack=1 Win=131072 Len=536 TSval=1044 TSecr=1042"
"67","0.045394","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=25729 Ack=1 Win=131072 Len=536 TSval=1046 TSecr=1044"
"68","0.045445","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=26265 Ack=1 Win=131072 Len=536 TSval=1046 TSecr=1044"
"69","0.045500","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=26801 Ack=1 Win=131072 Len=536 TSval=1046 TSecr=1044"
"70","0.045563","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=27337 Ack=1 Win=131072 Len=536 TSval=1046 TSecr=1044"
"72","0.047282","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=27873 Ack=1 Win=131072 Len=536 TSval=1048 TSecr=1046"
"73","0.047333","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=28409 Ack=1 Win=131072 Len=536 TSval=1048 TSecr=1046"
"74","0.047389","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=28945 Ack=1 Win=131072 Len=536 TSval=1048 TSecr=1046"
"75","0.047444","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=29481 Ack=1 Win=131072 Len=536 TSval=1048 TSecr=1046"
"77","0.049170","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=30017 Ack=1 Win=131072 Len=536 TSval=1050 TSecr=1048"
"78","0.049221","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=30553 Ack=1 Win=131072 Len=536 TSval=1050 TSecr=1048"
"79","0.049283","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=31089 Ack=1 Win=131072 Len=536 TSval=1050 TSecr=1048"
"80","0.049338","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=31625 Ack=1 Win=131072 Len=536 TSval=1050 TSecr=1048"
"82","0.051058","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=32161 Ack=1 Win=131072 Len=536 TSval=1052 TSecr=1049"
"83","0.051109","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=32697 Ack=1 Win=131072 Len=536 TSval=1052 TSecr=1049"
"84","0.051166","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=33233 Ack=1 Win=131072 Len=536 TSval=1052 TSecr=1049"
"85","0.051224","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=33769 Ack=1 Win=131072 Len=536 TSval=1052 TSecr=1049"
"87","0.052946","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=34305 Ack=1 Win=131072 Len=536 TSval=1053 TSecr=1051"
"88","0.052997","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=34841 Ack=1 Win=131072 Len=536 TSval=1053 TSecr=1051"
"89","0.053062","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=35377 Ack=1 Win=131072 Len=536 TSval=1053 TSecr=1051"
"90","0.053120","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=35913 Ack=1 Win=131072 Len=536 TSval=1053 TSecr=1051"
"92","0.054834","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=36449 Ack=1 Win=131072 Len=536 TSval=1055 TSecr=1053"
"93","0.054885","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=36985 Ack=1 Win=131072 Len=536 TSval=1055 TSecr=1053"
"94","0.054940","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=37521 Ack=1 Win=131072 Len=536 TSval=1055 TSecr=1053"
"95","0.054999","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=38057 Ack=1 Win=131072 Len=536 TSval=1055 TSecr=1053"
"97","0.056722","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=38593 Ack=1 Win=131072 Len=536 TSval=1057 TSecr=1055"
"98","0.056773","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=39129 Ack=1 Win=131072 Len=536 TSval=1057 TSecr=1055"
"99","0.056829","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=39665 Ack=1 Win=131072 Len=536 TSval=1057 TSecr=1055"
"100","0.056886","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=40201 Ack=1 Win=131072 Len=536 TSval=1057 TSecr=1055"
"102","0.058610","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=40737 Ack=1 Win=131072 Len=536 TSval=1059 TSecr=1057"
"103","0.058661","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=41273 Ack=1 Win=131072 Len=536 TSval=1059 TSecr=1057"
"104","0.058717","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=41809 Ack=1 Win=131072 Len=536 TSval=1059 TSecr=1057"
"105","0.058785","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=42345 Ack=1 Win=131072 Len=536 TSval=1059 TSecr=1057"
"107","0.060498","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=42881 Ack=1 Win=131072 Len=536 TSval=1061 TSecr=1059"
"108","0.060549","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=43417 Ack=1 Win=131072 Len=536 TSval=1061 TSecr=1059"
"109","0.060606","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=43953 Ack=1 Win=131072 Len=536 TSval=1061 TSecr=1059"
"110","0.060661","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=44489 Ack=1 Win=131072 Len=536 TSval=1061 TSecr=1059"
"112","0.062386","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=45025 Ack=1 Win=131072 Len=536 TSval=1063 TSecr=1061"
"113","0.062437","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=45561 Ack=1 Win=131072 Len=536 TSval=1063 TSecr=1061"
"114","0.062493","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=46097 Ack=1 Win=131072 Len=536 TSval=1063 TSecr=1061"
"115","0.062554","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=46633 Ack=1 Win=131072 Len=536 TSval=1063 TSecr=1061"
"117","0.064274","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=47169 Ack=1 Win=131072 Len=536 TSval=1065 TSecr=1063"
"118","0.064325","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=47705 Ack=1 Win=131072 Len=536 TSval=1065 TSecr=1063"
"119","0.064382","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=48241 Ack=1 Win=131072 Len=536 TSval=1065 TSecr=1063"
"120","0.064438","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=48777 Ack=1 Win=131072 Len=536 TSval=1065 TSecr=1063"
"122","0.066162","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=49313 Ack=1 Win=131072 Len=536 TSval=1067 TSecr=1065"
"123","0.066213","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=49849 Ack=1 Win=131072 Len=536 TSval=1067 TSecr=1065"
"125","0.068050","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=50385 Ack=1 Win=131072 Len=536 TSval=1069 TSecr=1066"
"126","0.068101","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=50921 Ack=1 Win=131072 Len=536 TSval=1069 TSecr=1066"
"128","0.069938","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=51457 Ack=1 Win=131072 Len=536 TSval=1070 TSecr=1068"
"129","0.069989","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=51993 Ack=1 Win=131072 Len=536 TSval=1070 TSecr=1068"
"131","0.071826","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=52529 Ack=1 Win=131072 Len=536 TSval=1072 TSecr=1070"
"132","0.071877","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=53065 Ack=1 Win=131072 Len=536 TSval=1072 TSecr=1070"
"134","0.073714","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=53601 Ack=1 Win=131072 Len=536 TSval=1074 TSecr=1072"
"135","0.073765","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=54137 Ack=1 Win=131072 Len=536 TSval=1074 TSecr=1072"
"137","0.075602","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=54673 Ack=1 Win=131072 Len=536 TSval=1076 TSecr=1074"
"138","0.075653","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=55209 Ack=1 Win=131072 Len=536 TSval=1076 TSecr=1074"
"140","0.077490","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=55745 Ack=1 Win=131072 Len=536 TSval=1078 TSecr=1076"
"141","0.077541","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=56281 Ack=1 Win=131072 Len=536 TSval=1078 TSecr=1076"
"143","0.079378","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=56817 Ack=1 Win=131072 Len=536 TSval=1080 TSecr=1078"
"144","0.079429","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=57353 Ack=1 Win=131072 Len=536 TSval=1080 TSecr=1078"
"146","0.081266","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=57889 Ack=1 Win=131072 Len=536 TSval=1082 TSecr=1080"
"147","0.081317","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=58425 Ack=1 Win=131072 Len=536 TSval=1082 TSecr=1080"
"149","0.083154","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=58961 Ack=1 Win=131072 Len=536 TSval=1084 TSecr=1082"
"150","0.083205","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=59497 Ack=1 Win=131072 Len=536 TSval=1084 TSecr=1082"
"151","0.083265","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=60033 Ack=1 Win=131072 Len=536 TSval=1084 TSecr=1082"
"153","0.085042","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=60569 Ack=1 Win=131072 Len=536 TSval=1086 TSecr=1083"
"154","0.085093","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=61105 Ack=1 Win=131072 Len=536 TSval=1086 TSecr=1083"
"156","0.086930","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=61641 Ack=1 Win=131072 Len=536 TSval=1087 TSecr=1085"
"157","0.086981","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=62177 Ack=1 Win=131072 Len=536 TSval=1087 TSecr=1085"
"159","0.088818","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=62713 Ack=1 Win=131072 Len=536 TSval=1089 TSecr=1087"
"160","0.088869","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=63249 Ack=1 Win=131072 Len=536 TSval=1089 TSecr=1087"
"162","0.090706","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=63785 Ack=1 Win=131072 Len=536 TSval=1091 TSecr=1089"
"163","0.090757","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=64321 Ack=1 Win=131072 Len=536 TSval=1091 TSecr=1089"
"165","0.092594","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=64857 Ack=1 Win=131072 Len=536 TSval=1093 TSecr=1091"
"166","0.092645","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=65393 Ack=1 Win=131072 Len=536 TSval=1093 TSecr=1091"
"168","0.094482","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=65929 Ack=1 Win=131072 Len=536 TSval=1095 TSecr=1093"
"169","0.094533","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=66465 Ack=1 Win=131072 Len=536 TSval=1095 TSecr=1093"
"171","0.096370","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=67001 Ack=1 Win=131072 Len=536 TSval=1097 TSecr=1095"
"172","0.096421","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=67537 Ack=1 Win=131072 Len=536 TSval=1097 TSecr=1095"
"174","0.098258","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=68073 Ack=1 Win=131072 Len=536 TSval=1099 TSecr=1097"
"175","0.098309","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=68609 Ack=1 Win=131072 Len=536 TSval=1099 TSecr=1097"
"177","0.100146","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=69145 Ack=1 Win=131072 Len=536 TSval=1101 TSecr=1099"
"178","0.100197","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=69681 Ack=1 Win=131072 Len=536 TSval=1101 TSecr=1099"
"180","0.102034","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=70217 Ack=1 Win=131072 Len=536 TSval=1103 TSecr=1100"
"181","0.102085","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=70753 Ack=1 Win=131072 Len=536 TSval=1103 TSecr=1100"
"182","0.102141","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=71289 Ack=1 Win=131072 Len=536 TSval=1103 TSecr=1100"
"184","0.103922","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=71825 Ack=1 Win=131072 Len=536 TSval=1104 TSecr=1102"
"185","0.103973","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=72361 Ack=1 Win=131072 Len=536 TSval=1104 TSecr=1102"
"187","0.105810","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=72897 Ack=1 Win=131072 Len=536 TSval=1106 TSecr=1104"
"188","0.105861","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=73433 Ack=1 Win=131072 Len=536 TSval=1106 TSecr=1104"
"190","0.107698","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=73969 Ack=1 Win=131072 Len=536 TSval=1108 TSecr=1106"
"191","0.107749","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=74505 Ack=1 Win=131072 Len=536 TSval=1108 TSecr=1106"
"193","0.109586","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=75041 Ack=1 Win=131072 Len=536 TSval=1110 TSecr=1108"
"194","0.109637","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=75577 Ack=1 Win=131072 Len=536 TSval=1110 TSecr=1108"
"196","0.111474","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=76113 Ack=1 Win=131072 Len=536 TSval=1112 TSecr=1110"
"197","0.111525","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=76649 Ack=1 Win=131072 Len=536 TSval=1112 TSecr=1110"
"199","0.113362","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=77185 Ack=1 Win=131072 Len=536 TSval=1114 TSecr=1112"
"200","0.113413","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=77721 Ack=1 Win=131072 Len=536 TSval=1114 TSecr=1112"
"202","0.115250","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=78257 Ack=1 Win=131072 Len=536 TSval=1116 TSecr=1114"
"203","0.115301","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=78793 Ack=1 Win=131072 Len=536 TSval=1116 TSecr=1114"
"205","0.117138","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=79329 Ack=1 Win=131072 Len=536 TSval=1118 TSecr=1116"
"206","0.117189","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=79865 Ack=1 Win=131072 Len=536 TSval=1118 TSecr=1116"
"208","0.119026","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=80401 Ack=1 Win=131072 Len=536 TSval=1120 TSecr=1117"
"209","0.119077","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=80937 Ack=1 Win=131072 Len=536 TSval=1120 TSecr=1117"
"211","0.120914","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=81473 Ack=1 Win=131072 Len=536 TSval=1121 TSecr=1119"
"212","0.120965","167.7.2.3","167.7.4.2","TCP","606","","49153  >  http-alt(8080) [ACK] Seq=82009 Ack=1 Win=131072 Len=536 TSval=1121 TSecr=1119"
